show_id,title,director,rating,type,date_added,release_year,description
s6266,The Danish Girl,Tom Hooper,R,Movie,2019-12-16,2015,"In 1920s Denmark, married artists embark on a journey of unconditional love when the husband announces his intentions to live life as a woman."
s6267,The Dark Crystal,"Frank Oz, Jim Henson",PG,Movie,2019-05-01,1982,"In this mythical tale, Jen, the last of the Gelfling race, is charged with healing the Crystal of Truth after its mutilation sets off an era of terror."
s6269,The Dark Side of Life: Mumbai City,Tariq Khan,TV-MA,Movie,2019-12-31,2018,"Struggling with Mumbai''s pressures and private battles with depression, six lives intersect just as they reach a breaking point."
s6271,The Darkness,Greg McLean,PG-13,Movie,2020-06-16,2016,"After bringing home a set of mysterious stones from the Grand Canyon, a boy unleashes an ancient force that begins to terrorize his family."
s6272,The Daughter,Simon Stone,TV-MA,Movie,2017-04-26,2015,"Having returned home for his cagey father''s wedding, an estranged man gets to know his childhood friend''s family and uncovers a devastating secret."
s6273,The Dawn Wall,"Peter Mortimer, Josh Lowell",TV-MA,Movie,2019-03-04,2017,Cameras follow Tommy Caldwell and Kevin Jorgeson as they take on the staggering challenge of free-climbing Yosemite’s most formidable rock formation.
s6276,The Day of the Lord,Santiago Alvarado Ilarri,TV-MA,Movie,2020-10-30,2020,"In this horror movie, a retired priest haunted by his sins is pulled back into the darkness when a friend begs him to help his possessed daughter."
s6278,The Dealer,Ahmed Saleh,TV-14,Movie,2020-04-25,2010,"Separated by distance and circumstance, two bitter rivals cross paths when the perils of the drug trade unexpectedly unite them."
s6280,The Death of Mr. Lazarescu,Cristi Puiu,R,Movie,2020-03-04,2005,"The plot of Romanian director Cristi Puiu''s real-time drama is simple, following the travails of an ailing old man who waits for his illness to overtake him as a weary paramedic shuttles him between hospitals."
s6281,The Death of Stalin,Armando Iannucci,R,Movie,2020-04-03,2017,The death of Russian dictator Joseph Stalin throws the Soviet Union into comic chaos as his ambitious but addled ministers maneuver to succeed him.
s6282,The Debt Collector,Jesse V. Johnson,TV-MA,Movie,2018-09-03,2018,"A broke martial arts instructor takes a side gig with a mobster, who pairs him with a veteran thug for a weekend of fisticuffs-fueled debt collection."
s6283,The Debt Collector 2,Jesse V. Johnson,TV-MA,Movie,2020-08-31,2020,"French and Sue have two days to collect on three debts, using as much force as it takes – all while evading the wrath of a crime lord out for revenge."
s6284,The Decline,Patrice Laliberté,TV-MA,Movie,2020-03-27,2020,An accident at a remote training camp leaves a group of survivalists bitterly divided — and caught in a brutal fight for their lives.
s6288,The Delivery Boy,Adekunle Nodash Adejuyigbe,TV-14,Movie,2020-05-14,2018,A teen criminal and a young sex worker forge an unlikely alliance during a night that forces them to confront painful pasts and crises of conscience.
s6289,The Departed,Martin Scorsese,R,Movie,2021-01-01,2006,Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.
s6290,The Desert Bride,"Cecilia Atán, Valeria Pivato",TV-14,Movie,2018-11-08,2017,"While traveling across Argentina to a new job, a longtime maid encounters a salesman who opens her eyes to life''s beauty and possibilities."
s6291,The Detained,Blair Hayes,TV-14,Movie,2019-02-15,2017,Five high school students serving Saturday detention in a former corrections facility must find a way to outsmart an unseen menace out to kill them.
s6292,The Devil All The Time,Antonio Campos,R,Movie,2020-09-16,2020,Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.
s6294,The Devil Inside,William Brent Bell,R,Movie,2019-11-20,2012,"At once spooky and grisly, this thriller follows a woman''s quest to find the truth behind claims her mother killed three people during an exorcism."
s6297,The Devil Punisher,"Chang Chin-jung, Chen Rong-hui",TV-14,TV Show,2020-10-26,2020,"A baker by day and demon fighter by night, a reincarnated deity must jog his amnesiac lover''s memory of their millennium-long romance."
s6299,The Devil's Mistress,Filip Renc,TV-MA,Movie,2017-05-15,2016,"Before the dawn of World War II, an ambitious actress pursues her dreams in Berlin. But her plans derail when she becomes Joseph Goebbels’ mistress."
s6300,The Diabolical,Alistair Legrand,TV-MA,Movie,2018-08-01,2015,"Terrorized by unexplained disturbances and horrific visions in her home, a young widowed mother turns to her scientist boyfriend for help."
s6301,The Dirt,Jeff Tremaine,TV-MA,Movie,2019-03-22,2019,"In this unflinching biopic based on Mötley Crüe''s best-selling book, four LA misfits navigate the monster highs and savage lows of music superstardom."
s6303,The Disaster Artist,James Franco,R,Movie,2020-06-01,2017,"Aspiring actor Greg moves to Los Angeles with his strange friend Tommy, then agrees to star in his movie. Things start weird and get a lot weirder."
s6306,The Discovery,Charlie McDowell,TV-MA,Movie,2017-03-31,2017,"A scientist whose proof of an afterlife caused a rash of suicides forges ahead with his research, while his disapproving son falls for a troubled woman."
s6307,The Distinguished Citizen,"Gastón Duprat, Mariano Cohn",TV-MA,Movie,2017-09-01,2016,"Worried he’s lost his artistic edge, a wealthy expat novelist returns to his backwater hometown in Argentina, where he’s regarded as a local hero."
s6308,The Do-Over,Steven Brill,TV-MA,Movie,2016-05-27,2016,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.
s6309,The Doll,Rocky Soraya,TV-MA,Movie,2019-01-15,2016,"Eerie things begin to happen after a man gives his wife a doll, unaware it once belonged to a girl who was murdered. The first of the Doll films."
s6310,The Doll 2,Rocky Soraya,TV-MA,Movie,2019-01-15,2017,"A mother uses her deceased daughter’s doll as a medium to communicate with her, but the consequences are chilling. The second of the “Doll” films."
s6314,The Dreamer,Riri Riza,TV-PG,Movie,2018-10-04,2009,"A trio of friends struggles to make it through adolescence, all while hoping that bigger and better things await them."
s6315,The Drowning,Bette Gordon,TV-MA,Movie,2017-09-01,2016,"Child psychologist Tom Seymour''s testimony helped convict a boy of murder. Years later, their paths cross again, raising uncomfortable questions."
s6316,The Drug King,Woo Min-ho,TV-MA,Movie,2019-02-21,2018,A petty smuggler from Busan dives headfirst into illicit drug trafficking in the 1970s and rises to become king of narcotics exports to Japan.
s6319,The Duel,Kieran Darcy-Smith,R,Movie,2019-06-02,2016,"In 1866, a Texas Ranger investigates some suspicious deaths in a town ruled by a religious despot whose past contains a disturbing link to his own."
s6320,The Dukes of Hazzard,Jay Chandrasekhar,PG-13,Movie,2020-01-01,2005,"The Duke boys are back in this comedy based on the TV series, following Bo and Luke as they tear around Hazzard County in their trusty Dodge Charger."
s6321,The Dukes of Hazzard: The Beginning,Robert Berlinger,R,Movie,2020-01-01,2007,"The mischievous Duke boys, Bo and Luke, are sent to live with their Uncle Jesse and cousin Daisy in this prequel movie to the popular TV series."
s6323,The Eddy,"Damien Chazelle, Houda Benyamina, Laïla Marrakchi, Alan Poul",TV-MA,TV Show,2020-05-08,2020,"The owner of a Paris jazz club gets tangled up with dangerous criminals as he fights to protect his business, his band and his teenage daughter."
s6325,The Edge of Seventeen,Kelly Fremon Craig,R,Movie,2019-02-01,2016,"When Nadine''s best (and only) friend starts dating her detested older brother, the teenage cynic''s life becomes even more unbearable."
s6326,The Eichmann Show,Paul Andrew Williams,TV-MA,Movie,2017-08-31,2015,This is the astonishing true story behind a moment in TV history: the live 1961 broadcast of Nazi mass-murderer Adolf Eichmann's trial in Jerusalem.
s6328,The Emigrant,Youssef Chahine,TV-14,Movie,2020-06-19,1994,Ram leaves the nomadic life and embarks on a quest for knowledge in a pharaonic Egypt mired in political intrigue. Based on a biblical story.
s6329,The End,Mohammed Alhmly,TV-MA,Movie,2020-05-17,2019,"A wrongly accused man is pursued by a dogged investigator in this action-comedy featuring car chases, dark humor and more than a few vampires."
s6330,The End of Evangelion,"Hideaki Anno, Kazuya Tsurumaki",TV-MA,Movie,2019-06-21,1997,"Seele orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can trigger Third Impact and Instrumentality under his control."
s6332,The End of the Tour,James Ponsoldt,R,Movie,2018-07-26,2015,Rolling Stone reporter David Lipsky shadows famed writer David Foster Wallace in this fictionalized account of their revealing five-day encounter.
s6333,The Endless,"Justin Benson, Aaron Moorhead",TV-MA,Movie,2018-09-19,2017,"As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began."
s6334,The Endless Trench,"Aitor Arregi, Jon Garaño, Jose Mari Goenaga",TV-MA,Movie,2020-11-06,2019,"Fearing retribution, a Republican from the Spanish Civil War hides in his home for more than 30 years with the help of his wife. Based on true events."
s6338,The Evil Dead,Sam Raimi,TV-MA,Movie,2020-01-10,1981,"During a stop at a remote cabin deep within the woods, a group of teens begins turning into flesh-eating zombies in director Sam Raimi''s cult classic."
s6339,The Exception,David Leveaux,R,Movie,2019-07-26,2016,"During World War II, a Nazi officer charged with protecting an exiled Kaiser Wilhelm II from spies begins a steamy affair with a secretive Dutch maid."
s6341,The Eyes of My Mother,Nicolas Pesce,R,Movie,2017-04-06,2016,"At the remote farmhouse where she once witnessed a traumatic childhood event, a young woman develops a grisly fascination with violence."
s6342,The F**k-It List,Michael Duggan,TV-MA,Movie,2020-07-01,2019,"After a prank blows up a studious high school senior''s life, he shares a list of certain things he wishes he''d done differently — and maybe still can."
s6343,The Family,Luc Besson,R,Movie,2020-06-01,2013,"The Manzonis, an infamous mob family, are relocated to Normandy, France, by the witness protection program and have some difficulty fitting in."
s6345,The Fear,Michael Samuels,TV-MA,TV Show,2017-03-31,2012,"Richie Beckett is an aging Brighton crime boss who''s struggling with the onset of dementia, just as a rival gang is trying to take over his territory."
s6347,The Feels,Jenée LaMarque,TV-MA,Movie,2018-07-01,2018,"During their bachelorette weekend, a lesbian couple''s relationship hits a snag when one of the brides confesses to never having an orgasm."
s6349,The Fighter,David O. Russell,R,Movie,2019-01-13,2010,"After a string of defeats, a boxer rediscovers his fighting will with help from his trainer and half-brother, a once-talented pugilist."
s6350,The Figurine (Araromire),Kunle Afolayan,TV-14,Movie,2019-10-01,2009,"When a pair of friends discovers a mystical sculpture in an abandoned shrine, good fortune is bestowed upon them – until luck starts running out."
s6621,The Lost Okoroshi,Abba T. Makama,TV-MA,Movie,2020-09-04,2019,"A disillusioned security guard transforms into a masquerade, channeling ancestral spirits as he roams the streets of Lagos."
s6351,The Final Destination,David R. Ellis,R,Movie,2020-01-01,2009,"Nick O''Bannon thinks he''s cheated death when he keeps a grisly premonition from becoming reality, but he soon realizes that fate has other plans."
s6354,The First Line,"Coerte Voorhees, John Voorhees",TV-14,Movie,2016-09-20,2014,Two determined Athenian attorneys spearhead a lawsuit against the British Museum for the return of the Parthenon Marbles to Greece.
s6355,The First Temptation of Christ,Rodrigo Van Der Put,TV-MA,Movie,2019-12-03,2019,"Jesus, who''s hitting the big 3-0, brings a surprise guest to meet the family. A Christmas special so wrong, it must be from comedians Porta dos Fundos."
s6356,The First Wives Club,Hugh WIlson,PG,Movie,2019-11-20,1996,"Following a friend''s suicide after her husband dumps her for a younger model, three women plot payback against their two-timing exes."
s6357,The Five,Mark Tonderai,TV-MA,TV Show,2017-09-15,2016,"Twenty years after 5-year-old Jesse disappears near his home, his DNA turns up at the scene of a woman''s murder, baffling his family and the police."
s6358,The Five Venoms,Cheh Chang,R,Movie,2018-07-31,1978,A dying kung fu master sends his last student to track down five former pupils in order to learn which one of them has become evil.
s6360,The Flash,Glen Winter,TV-14,TV Show,2020-05-20,2019,A forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp.
s6361,The Flintstones,Brian Levant,PG,Movie,2019-10-01,1994,The Flintstones hit the big screen in this live-action comedy that finds Fred and Barney struggling to cope with the pressures of work and family.
s6362,The Flintstones in Viva Rock Vegas,Brian Levant,PG,Movie,2019-10-01,2000,"Yabba-dabba-doo! Digital dinosaurs rule the day when Fred, Barney, Betty and Wilma take Vegas by storm in this prequel that posits their lives before marriage."
s6363,The Florida Project,Sean Baker,R,Movie,2020-04-06,2017,A mischievous 6-year-old finds the magic in her own circumstances while living with her troubled mom in a budget motel near Disney World.
s6364,The Flying Guillotine,Meng Hua Ho,TV-MA,Movie,2018-07-28,1975,"In Qing-dynasty China, the emperor commands that a weapon be invented to kill at a distance without a trace. Then he orders it used on its wielders."
s6365,The Forbidden Kingdom,Rob Minkoff,PG-13,Movie,2019-07-01,2008,Jackie Chan and Jet Li star in this rousing adventure about a martial arts movie fan who finds a mystical staff that transports him to ancient China.
s6367,The Foreigner,Martin Campbell,R,Movie,2020-02-14,2017,"After his daughter is killed by terrorists, a sullen restaurateur seeks the identities of those responsible and travels to Ireland to take vengeance."
s6368,The Forest,Jason Zada,PG-13,Movie,2020-02-16,2016,"A young woman conducts a search for her twin sister, who disappeared in a notorious area of Japan known as the Suicide Forest."
s6369,The Forest of Love,Sion Sono,TV-MA,Movie,2019-10-11,2019,A con man and a would-be filmmaking crew force themselves into the lives of two grief-scarred young women. But nothing is as it seems.
